#"+ Scan (rt: 14.285 min) nostir_75um_sp-r004.d "
#Point,X(Thompsons),Y(Counts)
597,1358.28294,1495.41027832031
598,1358.38559,2400.34741210938
599,1358.56339,1257.07897949219
600,1358.70288,1988.26672363281
601,1359.14891,3010.1259765625
602,1359.31287,2072.82275390625
603,1359.48625,3543.72021484375
604,1359.68410,1422.68676757813
605,1359.79297,2141.373046875
606,1359.89384,1334.60095214844
607,1359.94750,1504.08203125
608,1360.04897,1927.34228515625
609,1360.22860,2033.95837402344
610,1360.42579,2413.736328125
611,1360.51408,1399.46813964844
612,1360.64957,1851.23010253906
613,1360.77917,1356.16186523438
614,1360.89092,1527.96057128906
615,1360.96402,1258.44995117188
616,1361.12226,2440.5556640625
617,1361.22352,1662.80163574219
618,1361.29724,1636.53503417969
619,1361.42411,1938.6875
620,1361.51822,2080.61157226563
621,1361.57013,1633.75146484375
622,1361.69055,1252.02099609375
623,1361.84014,2999.66943359375
624,1361.91819,2155.974609375
625,1362.26299,2380.81298828125
626,1362.61645,2002.24035644531
627,1362.75655,2484.26049804688
628,1362.93197,1711.84802246094
629,1363.30294,2532.04248046875
630,1363.60271,2499.03564453125
631,1363.92058,3703.2705078125
632,1364.27202,1784.32067871094
633,1364.42638,1950.60461425781
634,1364.50053,1997.87756347656
635,1364.67516,2472.25
636,1364.79706,2104.45825195313
637,1364.85592,1869.8955078125
638,1364.98389,1790.10827636719
639,1365.12831,1731.63513183594
640,1365.29578,1617.48217773438
641,1365.42931,1152.40966796875
642,1365.87842,1226.37072753906
643,1366.17268,1837.58056640625
644,1366.33284,1498.80102539063
645,1366.46078,1149.50891113281
646,1366.58542,1373.83679199219
647,1366.81208,1717.0068359375
648,1366.99022,1161.58337402344
649,1367.16941,3342.04443359375
650,1367.48794,2829.86206054688
651,1367.65269,2145.5400390625
652,1367.76472,1807.08984375
653,1367.83046,1563.93811035156
654,1367.94197,1276.58959960938
655,1368.06134,1845.85620117188
656,1368.26071,1751.705078125
657,1368.44750,1399.03002929688
658,1368.61347,1520.91918945313
659,1368.70587,1814.51513671875
660,1368.91116,1522.56030273438
661,1369.13205,2189.00830078125
662,1369.36148,2049.138671875
663,1369.54161,2346.22509765625
664,1369.64570,1287.83947753906
665,1369.88013,2091.0048828125
666,1370.34442,2675.4599609375
667,1370.51161,2105.38793945313
668,1370.62097,2340.90673828125
669,1370.80475,2968.4921875
670,1370.94515,1486.46948242188
671,1371.14342,1896.79931640625
672,1371.27332,1339.77783203125
673,1371.47699,2195.53637695313
674,1371.76138,1240.76940917969
675,1371.91448,1279.05505371094
676,1372.05886,1808.1982421875
677,1372.23711,2404.6533203125
678,1372.33719,1324.95837402344
679,1372.46332,1709.91125488281
680,1372.52658,1398.87622070313
681,1372.70689,2005.48400878906
682,1373.02413,2620.27026367188
683,1373.19886,1658.89221191406
684,1373.32642,2080.95166015625
685,1373.45231,1375.455078125
686,1373.56092,2093.46508789063
687,1373.67735,2295.5107421875
688,1373.83056,2257.44970703125
689,1373.99039,1645.2783203125
690,1374.15123,1276.66662597656
691,1374.46093,2144.11791992188
692,1374.60697,1736.53125
693,1374.72513,1684.66821289063
694,1374.81091,1573.4580078125
695,1374.94198,1849.00268554688
696,1375.29477,2075.30712890625
697,1375.44126,1730.11120605469
698,1375.49827,1684.0224609375
699,1375.63063,2108.81860351563
700,1376.05467,2686.04150390625
701,1376.31095,2254.75244140625
702,1376.66810,1927.19555664063
703,1377.05166,1694.28295898438
704,1377.24915,1522.28991699219
705,1377.52417,2976.1240234375
706,1377.68222,2304.12646484375
707,1377.82055,1312.50524902344
708,1377.92469,1417.55871582031
709,1378.00719,1754.36022949219
710,1378.13761,1104.44970703125
711,1378.24995,2031.04028320313
712,1378.46171,2569.2607421875
713,1378.58641,2079.2734375
714,1378.67324,2528.67895507813
715,1378.82564,3166.36303710938
716,1379.06361,2043.79406738281
717,1379.19958,2366.046875
718,1379.30581,1754.20690917969
719,1379.52646,2150.06884765625
720,1379.65693,1878.52355957031
721,1379.83298,3367.09326171875
722,1380.02820,1924.00158691406
723,1380.21717,1903.02429199219
724,1380.46418,2177.39990234375
725,1380.66344,2603.75903320313
726,1380.85847,3353.03759765625
727,1381.20093,2379.4453125
728,1381.57903,2850.0439453125
729,1381.88624,2190.56103515625
730,1382.14118,2369.34692382813
731,1382.52138,2265.65283203125
732,1382.69953,1441.32727050781
733,1382.94807,3969.05737304688
734,1383.18186,2288.44384765625
