"#""+ BPC Scan stir_75um_sp-r002.d """,,
#Point,X(Minutes),Y(Counts)
2983,49.67,1142
2984,49.686,1021
2985,49.703,1034
2986,49.72,1081
2987,49.736,1376
2988,49.753,1028
2989,49.77,1463
2990,49.786,1060
2991,49.803,1290
2992,49.82,1463
2993,49.836,1276
2994,49.853,1163
2995,49.869,1278
2996,49.886,1244
2997,49.903,2009
2998,49.919,1081
2999,49.936,1336
3000,49.953,1286
3001,49.969,1392
3002,49.986,1157
