#"+ Scan (rt: 25.990 min) unstir_75_Ecoli-r007.d "
#Point,X(Thompsons),Y(Counts)
646,717.44872,500.19287109375
647,717.75745,439.098266601563
648,717.95066,287.257843017578
649,718.05872,468.834838867188
650,718.16098,319.451782226563
651,718.27515,465.190490722656
652,718.34540,590.388916015625
653,718.62446,294.508758544922
654,719.03641,267.880035400391
655,719.15774,656.945434570313
656,719.28553,368.606658935547
657,719.37040,311.105926513672
658,719.60780,354.623077392578
659,719.68234,489.1494140625
660,719.82598,278.983764648438
661,719.93171,630.965881347656
662,720.05577,712.169921875
663,720.24840,359.083892822266
664,720.32999,496.645141601563
665,720.36695,278.138702392578
666,720.45536,275.148803710938
667,720.52426,482.764862060547
668,720.61521,488.696441650391
669,720.84613,511.686401367188
670,720.93854,444.360961914063
671,721.04877,292.268432617188
672,721.26276,370.397003173828
673,721.34105,500.640106201172
674,721.48892,268
675,721.62812,315.727935791016
676,721.66595,405.066253662109
677,721.72036,208.546493530273
678,721.83196,292.033111572266
679,721.94975,244.539840698242
680,722.00844,319.333343505859
681,722.07993,243.778564453125
682,722.25765,239.723098754883
683,722.34990,755.9375
684,722.42063,458.011352539063
685,722.50490,231.397537231445
686,722.59075,363.531921386719
687,722.75084,393.785705566406
688,722.80145,346.519989013672
689,722.91055,434.074462890625
690,723.07975,453.290008544922
691,723.15177,366.067810058594
692,723.32753,283.346954345703
693,723.50979,400.193176269531
694,723.61967,472.228820800781
695,723.71272,270.285614013672
696,723.88047,376.797088623047
697,724.02084,215.910720825195
698,724.18084,315.440032958984
699,724.32806,410.204254150391
700,724.41851,241.695541381836
701,724.83387,335.273071289063
702,724.99769,587.4033203125
703,725.11055,281.085083007813
704,725.20259,216.680847167969
705,725.30189,316.485260009766
706,725.59251,463.599304199219
707,725.73672,350.705596923828
708,726.05066,254.182479858398
709,726.12157,212.231887817383
710,726.17743,348.591979980469
711,726.33707,464.125
712,726.39844,328.717529296875
713,726.46562,283.858764648438
714,726.61151,279.963043212891
715,726.76573,1146.86206054688
716,726.91466,415.261352539063
717,727.06068,490.320037841797
718,727.13224,206.225006103516
719,727.26496,713.702209472656
720,727.38791,968.693176269531
721,727.61389,871.8642578125
722,727.83295,1098.37255859375
723,727.91924,379.804992675781
724,727.99663,519.680541992188
725,728.17295,307.211212158203
726,728.24458,370.556488037109
727,728.35167,729.000915527344
728,728.42969,569.140625
729,728.60417,808.955200195313
730,728.72481,504.544219970703
731,728.80855,468.135925292969
732,728.90517,511.367248535156
733,729.31228,550.113403320313
734,729.46683,724.485717773438
735,729.50899,415.200012207031
736,729.74778,763.554260253906
737,729.91182,1331.7568359375
738,730.08313,421.285339355469
739,730.20705,703.360107421875
740,730.34244,1452.8759765625
741,730.47812,402
742,730.57090,315.016296386719
743,731.33014,452.645568847656
744,731.38342,207.24885559082
745,731.60187,387.681732177734
746,731.81262,822.822509765625
747,731.93467,351.08544921875
748,732.01571,335.254913330078
749,732.05317,271.037506103516
750,732.18763,592.414245605469
751,732.45319,600.178344726563
752,732.49173,420.153472900391
753,732.57749,373.502319335938
754,732.62377,433.46240234375
755,732.67908,457.136749267578
756,732.73475,353.289733886719
757,732.77315,252.490188598633
758,732.85048,417.446258544922
759,732.91120,261.247192382813
760,732.99205,805.150329589844
761,733.12036,515.790771484375
762,733.17292,273.115447998047
763,733.33433,838.172058105469
764,733.46803,323.457153320313
765,733.52309,383.202239990234
766,733.63071,640.780822753906
767,733.78369,286.283386230469
768,733.84127,338.329650878906
769,733.90827,452.595581054688
770,734.02081,450.140502929688
771,734.15799,272.001403808594
772,734.20076,269.964294433594
773,734.27171,296.444610595703
774,734.34230,408.138458251953
775,734.43935,207.425003051758
776,734.51973,710.398376464844
777,734.57943,565.846618652344
778,734.67539,472.086547851563
779,734.78049,382.5625
780,734.90024,455.077423095703
781,734.97915,374.028167724609
782,735.05759,594.031372070313
783,735.09874,379.828643798828
784,735.19282,311.133850097656
785,735.34471,698.422546386719
786,735.52892,582.609741210938
787,735.66927,582.51220703125
788,735.81405,469.826538085938
789,735.94029,226.785720825195
790,736.03100,459.753387451172
791,736.16878,294.118469238281
792,736.20103,421.159210205078
793,736.25458,439.245697021484
794,736.39231,344.735534667969
795,736.47967,380.297790527344
796,736.53268,379.84033203125
797,736.60172,272.656524658203
798,736.69955,530.438415527344
799,736.81008,615.769226074219
800,736.92979,402.061859130859
801,736.97806,642.577880859375
802,737.04732,706.184204101563
803,737.20310,807.692321777344
804,737.33737,957.950439453125
805,737.45815,632.760314941406
806,737.60509,433.330718994141
807,737.70614,322.75
808,737.79129,551.232055664063
809,737.84937,457.399993896484
810,738.01790,380.530853271484
811,738.13174,416.828796386719
812,738.23327,387.628265380859
813,738.33048,322.671081542969
814,738.47551,856.088745117188
815,738.53035,722.046630859375
816,738.63201,1039.27429199219
817,738.71628,502.055541992188
818,738.79640,481.959716796875
819,738.96390,312.634399414063
820,739.01984,479.111206054688
821,739.10042,550.995849609375
822,739.21084,271.315307617188
823,739.33655,554.982666015625
824,739.41287,950.784790039063
825,739.55811,486.022277832031
826,739.63997,657.396728515625
827,739.74869,616.921752929688
828,739.84160,331.941162109375
829,739.90220,250.445648193359
830,740.14122,436.952941894531
831,740.27332,611.77783203125
832,740.33424,608.787475585938
833,740.43523,892.830505371094
834,740.49245,255.703826904297
835,740.61456,316.375
836,740.67979,525.502319335938
837,740.72357,530.263244628906
838,740.84687,499.009613037109
839,741.00304,408.890625
840,741.14092,254.084426879883
841,741.22882,525.083312988281
842,741.32210,294.174530029297
843,741.42491,312.041107177734
844,741.47513,249.865783691406
845,741.53908,302.375
846,741.62440,818.740966796875
847,741.91925,511.980987548828
848,741.97719,513.120666503906
849,742.01550,392.129943847656
850,742.11584,701.781005859375
851,742.26180,360.930236816406
852,742.34932,313.857849121094
853,742.43242,431.696441650391
854,742.51103,322.209991455078
855,742.65413,489.1328125
856,742.91569,354.291656494141
857,743.17500,771.296569824219
858,743.25397,465.560974121094
859,743.31429,546.080322265625
860,743.34665,386.173217773438
861,743.43265,439.071014404297
862,743.63527,405.086273193359
863,743.99546,404.811889648438
864,744.08376,428.661407470703
865,744.21207,264.435546875
866,744.27606,581.246643066406
867,744.34365,435.640106201172
868,744.50300,409.001617431641
869,744.81484,226.653610229492
870,744.95153,300.57861328125
871,745.13526,538.473815917969
872,745.25674,446.113677978516
873,745.35668,421.011535644531
874,745.38846,299.000885009766
875,745.61038,311.336791992188
876,745.69815,314.008453369141
877,745.81122,341.660369873047
878,745.89919,243.141311645508
879,746.02248,272.719512939453
880,746.17528,284.813568115234
881,746.31371,221.06428527832
882,746.72826,690.004272460938
883,746.82218,333.1875
884,746.88230,354.883483886719
885,746.96418,353.236267089844
886,747.00655,222.96061706543
887,747.08400,305.788787841797
888,747.24636,397.169647216797
889,747.33752,696.180114746094
890,747.46511,311.041656494141
891,747.56559,308.424072265625
892,747.65588,354.783203125
893,747.69364,488.75
894,747.76549,534.333312988281
895,747.86694,244.401092529297
896,747.95238,274.444549560547
897,748.13802,410.796051025391
898,748.40684,386.366790771484
899,748.53394,323.261596679688
900,748.74086,289.605010986328
901,749.15027,280.983734130859
902,749.26550,244.047485351563
903,749.31653,240.189392089844
904,749.67175,254.520065307617
905,749.76764,526.955688476563
906,749.83843,238.013885498047
907,750.25208,555.325256347656
908,750.33512,604.2607421875
909,750.52662,237.094619750977
910,750.66583,380.822845458984
911,750.87272,445.58740234375
912,750.92051,317.771087646484
913,751.09568,451.666656494141
914,751.19775,461.560333251953
915,751.30509,649.002563476563
916,751.44366,261.027770996094
917,751.67585,311.772277832031
918,751.78215,674.897705078125
919,751.88539,313.945861816406
920,752.02593,320.347229003906
921,752.19623,561.564025878906
922,752.29077,730.916931152344
923,752.41061,231.408340454102
924,752.50806,521.890747070313
925,752.57586,595.032165527344
926,752.67198,709.528930664063
927,752.78141,352.164459228516
928,753.00718,453.290313720703
929,753.17002,387.514801025391
930,753.29854,398.224517822266
931,753.38460,220.625
932,753.48868,475.219512939453
933,753.62401,263.363403320313
934,753.73030,395.865783691406
935,753.85384,551.502380371094
936,753.94600,305.408935546875
937,754.10103,372.313751220703
938,754.23360,526.442626953125
939,754.38554,1002.99237060547
940,754.46981,900.576721191406
941,754.52915,649.442749023438
942,754.64088,619.709350585938
943,754.74761,357.225006103516
944,754.82110,974.454711914063
945,754.88426,727.273498535156
946,754.98630,358.001129150391
947,755.02606,429.719329833984
948,755.08460,386.009613037109
949,755.12623,583.12744140625
950,755.18637,391.675384521484
951,755.33578,656.3388671875
952,755.39160,930.690124511719
953,755.50353,1134.373046875
954,755.57035,465.002258300781
955,755.63958,670.777770996094
956,755.91328,517.766235351563
957,756.08758,463.305114746094
958,756.16666,260.396545410156
959,756.24267,382.192779541016
960,756.34550,366.010101318359
961,756.53828,454.141357421875
962,756.60535,413.085113525391
963,756.74451,499.959716796875
964,756.80075,366.458343505859
965,756.88650,385.78125
966,756.96208,390.556823730469
967,757.03440,691.025573730469
968,757.18698,711.285583496094
969,757.32988,805.385375976563
970,757.39014,625.680541992188
971,757.52491,1730.65502929688
972,757.64883,1965.64624023438
973,757.75582,567.347839355469
974,757.84462,217.242477416992
975,757.94936,597.104370117188
976,758.22657,1026.33532714844
977,758.38510,385.593139648438
978,758.46568,320.002258300781
979,758.58314,617.778076171875
980,758.73518,303.185607910156
981,758.83729,504.200012207031
982,758.98278,595.901306152344
983,759.10307,591.083312988281
984,759.24071,1249.00549316406
985,759.37955,660.340454101563
986,759.54556,375.977264404297
